abs_coo
reshape2_grad_grad
reshape_coo
reshape_coo_grad
reshape_csr
reshape_csr_grad
resnet_unit
resnet_unit_grad
reverse_array
rsqrt_grad_grad
save_combine
save_sr
scale_coo
scale_csr
scale_sr
send_and_recv
send_v2
sequence_conv
sequence_conv_grad
set
shadow_feed
shadow_feed_tensors
shape64
shape64_sr
shape_sr
share_data_sr
sigmoid_grad_grad
sigmoid_triple_grad
sin_coo
sin_coo_grad
sin_csr
sin_csr_grad
sinh_coo
sinh_coo_grad
sinh_csr
sinh_csr_grad
skip_layernorm
slice_array
slice_array_dense
slice_array_dense_grad
slice_array_grad
slice_coo
slice_coo_grad
slice_csr
slice_csr_grad
softmax_coo
softmax_coo_grad
softmax_csr
softmax_csr_grad
softplus_double_grad
sparse_attention
sparse_attention_grad
sparse_coo_tensor
sparse_coo_tensor_grad
split_strided
split_with_num_strided
sqrt_coo
sqrt_coo_grad
sqrt_csr
sqrt_csr_grad
sqrt_grad_grad
sqrt_sr
square_coo
square_coo_grad
square_csr
square_csr_grad
square_grad_grad
square_sr
squeeze_with_xshape
strings_copy
strings_empty
strings_empty_like
strings_lower
strings_upper
subtract_raw
sum_coo
sum_coo_grad
sum_csr
sum_csr_grad
sum_raw
sync_batch_norm_coo
sync_batch_norm_coo_grad
tan_coo
tan_coo_grad
tan_csr
tan_csr_grad
tanh_coo
tanh_coo_grad
tanh_csr
tanh_csr_grad
tanh_grad_grad
tanh_triple_grad
tensor_to_array
tensor_unfold
tensor_unfold_grad
top_k
top_k_grad
transpose_coo
transpose_coo_grad
transpose_csr
transpose_csr_grad
uniform_random_batch_size_like_sr
uniform_random_inplace_grad
uniform_raw
uniform_raw_sr
uniform_sr
unsqueeze_with_xshape
values_coo
values_coo_grad
values_csr
view_dtype
view_dtype_grad
view_shape
view_shape_grad
view_slice
